game_date,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,matchup,opponent,shot_id,win.loss
11/24/06,Jump Shot,Jump Shot,86,20600181,33.8523,10,192,-118.2598,2,1,0,2006-07,37,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9848,0
11/24/06,Jump Shot,Jump Shot,275,20600181,34.0223,-223,22,-118.4928,8,3,0,2006-07,45,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9855,0
11/24/06,Jump Shot,Jump Shot,184,20600181,33.8843,143,160,-118.1268,4,2,0,2006-07,14,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9853,0
11/24/06,Jump Shot,Jump Shot,15,20600181,33.8533,10,191,-118.2598,10,1,0,2006-07,25,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9842,0
11/24/06,Jump Shot,Jump Shot,94,20600181,33.8573,167,187,-118.1028,2,1,0,2006-07,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9849,0
11/24/06,Driving Layup Shot,Layup,77,20600181,34.0443,0,0,-118.2698,3,1,0,2006-07,36,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9846,0
11/24/06,Running Jump Shot,Jump Shot,108,20600181,33.9603,-94,84,-118.3638,0,1,0,2006-07,24,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9850,0
11/24/06,Jump Shot,Jump Shot,486,20600181,33.8143,-151,230,-118.4208,0,4,0,2006-07,6,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9859,0
11/24/06,Jump Shot,Jump Shot,283,20600181,33.9763,-202,68,-118.4718,7,3,0,2006-07,24,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9856,0
11/24/06,Jump Shot,Jump Shot,166,20600181,34.0553,-232,-11,-118.5018,6,2,0,2006-07,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9852,0
11/24/06,Jump Shot,Jump Shot,157,20600181,33.9633,-184,81,-118.4538,7,2,0,2006-07,2,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9851,0
11/24/06,Layup Shot,Layup,52,20600181,34.0443,0,0,-118.2698,5,1,0,2006-07,55,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9844,0
11/24/06,Jump Shot,Jump Shot,374,20600181,33.9043,-148,140,-118.4178,11,4,0,2006-07,13,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9857,0
11/24/06,Jump Shot,Jump Shot,55,20600181,33.8553,-154,189,-118.4238,5,1,0,2006-07,23,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9845,0
11/24/06,Jump Shot,Jump Shot,444,20600181,33.8173,102,227,-118.1678,3,4,0,2006-07,34,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9858,0
11/24/06,Driving Layup Shot,Layup,261,20600181,34.0443,0,0,-118.2698,10,3,0,2006-07,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ UTA,UTA,9854,0
11/24/09,Fadeaway Jump Shot,Jump Shot,217,20900207,34.0273,-169,17,-118.4388,2,2,0,2009-10,44,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15183,1
11/24/09,Jump Shot,Jump Shot,2,20900207,33.8393,-16,205,-118.2858,11,1,0,2009-10,48,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15174,1
11/24/09,Jump Shot,Jump Shot,378,20900207,33.8523,-171,192,-118.4408,11,4,0,2009-10,46,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15192,1
11/24/09,Layup Shot,Layup,15,20900207,34.0443,0,0,-118.2698,10,1,0,2009-10,17,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15175,1
11/24/09,Jump Shot,Jump Shot,366,20900207,34.0503,230,-6,-118.0398,0,3,0,2009-10,38,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15190,1
11/24/09,Fadeaway Jump Shot,Jump Shot,369,20900207,33.9643,-27,80,-118.2968,0,3,0,2009-10,1,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15191,1
11/24/09,Jump Shot,Jump Shot,197,20900207,33.8843,-35,160,-118.3048,4,2,0,2009-10,0,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15182,1
11/24/09,Alley Oop Layup shot,Layup,482,20900207,34.0443,0,0,-118.2698,1,4,0,2009-10,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15193,1
11/24/09,Fadeaway Jump Shot,Jump Shot,66,20900207,33.8953,73,149,-118.1968,4,1,0,2009-10,47,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15176,1
11/24/09,Jump Shot,Jump Shot,188,20900207,33.9103,-98,134,-118.3678,4,2,0,2009-10,55,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15181,1
11/24/09,Driving Layup Shot,Layup,302,20900207,34.0443,0,0,-118.2698,8,3,0,2009-10,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15186,1
11/24/09,Layup Shot,Layup,242,20900207,34.0443,0,0,-118.2698,0,2,0,2009-10,46,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15184,1
11/24/09,Jump Shot,Jump Shot,115,20900207,34.0073,211,37,-118.0588,10,2,0,2009-10,47,21,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15180,1
11/24/09,Jump Shot,Jump Shot,340,20900207,34.0383,-120,6,-118.3898,4,3,0,2009-10,34,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15188,1
11/24/09,Jump Shot,Jump Shot,71,20900207,33.8273,-125,217,-118.3948,3,1,0,2009-10,29,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15177,1
11/24/09,Driving Layup Shot,Layup,320,20900207,34.0443,0,0,-118.2698,6,3,0,2009-10,24,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15187,1
11/24/09,Layup Shot,Layup,352,20900207,34.0443,0,0,-118.2698,3,3,0,2009-10,9,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15189,1
11/24/09,Turnaround Jump Shot,Jump Shot,91,20900207,33.9213,-32,123,-118.3018,1,1,0,2009-10,46,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15179,1
11/24/09,Jump Shot,Jump Shot,244,20900207,33.8653,-172,179,-118.4418,0,2,0,2009-10,41,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NYK,NYK,15185,1
11/24/12,Running Layup Shot,Layup,220,21200187,34.0323,13,12,-118.2568,3,2,0,2012-13,9,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19653,1
11/24/12,Jump Shot,Jump Shot,238,21200187,33.8613,-111,183,-118.3808,0,2,0,2012-13,58,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19654,1
11/24/12,Jump Shot,Jump Shot,249,21200187,33.7873,-15,257,-118.2848,0,2,0,2012-13,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19655,1
11/24/12,Jump Shot,Jump Shot,289,21200187,33.8903,192,154,-118.0778,8,3,0,2012-13,55,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19656,1
11/24/12,Fadeaway Jump Shot,Jump Shot,180,21200187,33.9393,-89,105,-118.3588,7,2,0,2012-13,10,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19650,1
11/24/12,Jump Shot,Jump Shot,140,21200187,33.8473,-30,197,-118.2998,10,2,0,2012-13,20,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19647,1
11/24/12,Running Layup Shot,Layup,193,21200187,34.0323,24,12,-118.2458,5,2,0,2012-13,40,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19651,1
11/24/12,Fadeaway Jump Shot,Jump Shot,133,21200187,33.9133,124,131,-118.1458,10,2,0,2012-13,57,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19646,1
11/24/12,Driving Layup Shot,Layup,150,21200187,34.0443,23,0,-118.2468,9,2,0,2012-13,58,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL @ DAL,DAL,19648,1
11/24/15,Pullup Jump shot,Jump Shot,218,21500214,33.8103,-135,234,-118.4048,0,2,0,2015-16,54,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21962,0
11/24/15,Jump Shot,Jump Shot,316,21500214,33.9543,-16,90,-118.2858,4,3,0,2015-16,20,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21968,0
11/24/15,Jump Shot,Jump Shot,276,21500214,33.8343,133,210,-118.1368,7,3,0,2015-16,35,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21966,0
11/24/15,Pullup Jump shot,Jump Shot,246,21500214,33.7973,-20,247,-118.2898,10,3,0,2015-16,22,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21964,0
11/24/15,Pullup Jump shot,Jump Shot,127,21500214,33.8073,112,237,-118.1578,10,2,0,2015-16,14,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21960,0
11/24/15,Jump Shot,Jump Shot,130,21500214,33.8853,189,159,-118.0808,9,2,0,2015-16,45,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21961,0
11/24/15,Jump Shot,Jump Shot,124,21500214,33.9003,210,144,-118.0598,10,2,0,2015-16,29,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21959,0
11/24/15,Jump Shot,Jump Shot,3,21500214,33.8663,-58,178,-118.3278,11,1,0,2015-16,27,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21955,0
11/24/15,Fadeaway Jump Shot,Jump Shot,287,21500214,33.9343,-122,110,-118.3918,6,3,0,2015-16,25,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21967,0
11/24/15,Jump Shot,Jump Shot,266,21500214,33.9433,-119,101,-118.3888,8,3,0,2015-16,35,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21965,0
11/24/15,Turnaround Fadeaway shot,Jump Shot,65,21500214,33.9243,-73,120,-118.3428,5,1,0,2015-16,3,14,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21957,0
11/24/15,Jump Shot,Jump Shot,68,21500214,34.0233,241,21,-118.0288,4,1,0,2015-16,22,24,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL @ GSW,GSW,21958,0
11/25/01,Turnaround Jump Shot,Jump Shot,416,20100192,33.9363,104,108,-118.1658,1,4,0,2001-02,33,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1741,1
11/25/01,Jump Shot,Jump Shot,47,20100192,33.9433,83,101,-118.1868,6,1,0,2001-02,4,13,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1725,1
11/25/01,Driving Layup Shot,Layup,442,20100192,34.0443,0,0,-118.2698,0,4,0,2001-02,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1742,1
11/25/01,Jump Shot,Jump Shot,43,20100192,34.0403,-136,4,-118.4058,7,1,0,2001-02,10,13,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1724,1
11/25/01,Slam Dunk Shot,Dunk,60,20100192,34.0443,0,0,-118.2698,4,1,0,2001-02,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1727,1
11/25/01,Turnaround Jump Shot,Jump Shot,85,20100192,34.0043,153,40,-118.1168,1,1,0,2001-02,35,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1730,1
11/25/01,Jump Shot,Jump Shot,228,20100192,33.8583,-8,186,-118.2778,10,3,0,2001-02,59,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1737,1
11/25/01,Jump Shot,Jump Shot,165,20100192,33.9033,110,141,-118.1598,5,2,0,2001-02,38,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1733,1
11/25/01,Jump Shot,Jump Shot,261,20100192,33.8753,-65,169,-118.3348,6,3,0,2001-02,38,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1738,1
11/25/01,Layup Shot,Layup,319,20100192,34.0043,3,40,-118.2668,0,3,0,2001-02,32,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1739,1
11/25/01,Turnaround Jump Shot,Jump Shot,69,20100192,33.9153,3,129,-118.2668,2,1,0,2001-02,35,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1729,1
11/25/01,Jump Shot,Jump Shot,94,20100192,33.8863,77,158,-118.1928,0,1,0,2001-02,31,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1731,1
11/25/01,Running Jump Shot,Jump Shot,106,20100192,34.0233,-101,21,-118.3708,11,2,0,2001-02,41,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1732,1
11/25/01,Jump Shot,Jump Shot,214,20100192,33.8293,161,215,-118.1088,0,2,0,2001-02,5,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. DEN,DEN,1736,1
11/25/07,Jump Shot,Jump Shot,234,20700196,34.0493,176,-5,-118.0938,0,2,0,2007-08,1,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11713,0
11/25/07,Jump Shot,Jump Shot,344,20700196,34.0453,167,-1,-118.1028,2,3,0,2007-08,13,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11714,0
11/25/07,Jump Shot,Jump Shot,524,20700196,33.8983,146,146,-118.1238,0,4,0,2007-08,13,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11720,0
11/25/07,Driving Layup Shot,Layup,442,20700196,34.0443,0,0,-118.2698,6,4,0,2007-08,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11716,0
11/25/07,Layup Shot,Layup,11,20700196,34.0443,0,0,-118.2698,10,1,0,2007-08,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11702,0
11/25/07,Jump Shot,Jump Shot,109,20700196,33.8453,166,199,-118.1038,1,1,0,2007-08,30,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11707,0
11/25/07,Layup Shot,Layup,231,20700196,34.0443,0,0,-118.2698,0,2,0,2007-08,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11712,0
11/25/07,Jump Shot,Jump Shot,4,20700196,34.0373,192,7,-118.0778,11,1,0,2007-08,22,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11700,0
11/25/07,Jump Shot,Jump Shot,20,20700196,33.9393,-36,105,-118.3058,9,1,0,2007-08,6,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11703,0
11/25/07,Driving Layup Shot,Layup,103,20700196,34.0443,0,0,-118.2698,2,1,0,2007-08,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11706,0
11/25/07,Turnaround Jump Shot,Jump Shot,165,20700196,34.0363,-153,8,-118.4228,8,2,0,2007-08,2,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11709,0
11/25/07,Jump Shot,Jump Shot,368,20700196,33.8813,-186,163,-118.4558,0,3,0,2007-08,41,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11715,0
11/25/07,Jump Shot,Jump Shot,210,20700196,34.0243,-122,20,-118.3918,2,2,0,2007-08,14,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11710,0
11/25/07,Driving Layup Shot,Layup,471,20700196,34.0443,0,0,-118.2698,2,4,0,2007-08,57,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11717,0
11/25/07,Jump Shot,Jump Shot,9,20700196,33.7833,-2,261,-118.2718,10,1,0,2007-08,10,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11701,0
11/25/07,Jump Shot,Jump Shot,489,20700196,33.8533,182,191,-118.0878,2,4,0,2007-08,2,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11719,0
11/25/07,Jump Shot,Jump Shot,39,20700196,33.8763,143,168,-118.1268,7,1,0,2007-08,22,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11704,0
11/25/07,Jump Shot,Jump Shot,92,20700196,33.8993,115,145,-118.1548,3,1,0,2007-08,41,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,11705,0
11/26/03,Jump Shot,Jump Shot,77,20300208,33.9653,77,79,-118.1928,2,1,0,2003-04,48,11,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5235,1
11/26/03,Jump Shot,Jump Shot,8,20300208,34.0313,138,13,-118.1318,10,1,0,2003-04,24,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5230,1
11/26/03,Jump Shot,Jump Shot,18,20300208,33.8423,151,202,-118.1188,9,1,0,2003-04,15,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5231,1
11/26/03,Layup Shot,Layup,211,20300208,34.0443,0,0,-118.2698,0,2,0,2003-04,43,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5237,1
11/26/03,Jump Shot,Jump Shot,197,20300208,34.0673,120,-23,-118.1498,1,2,0,2003-04,28,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5236,1
11/26/03,Running Finger Roll Shot,Layup,38,20300208,34.0443,0,0,-118.2698,6,1,0,2003-04,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5234,1
11/26/03,Jump Shot,Jump Shot,223,20300208,33.9623,-85,82,-118.3548,11,3,0,2003-04,38,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5238,1
11/26/03,Driving Finger Roll Shot,Layup,282,20300208,34.0443,0,0,-118.2698,5,3,0,2003-04,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5241,1
11/26/03,Jump Shot,Jump Shot,225,20300208,34.0413,-237,3,-118.5068,11,3,0,2003-04,35,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5239,1
11/26/03,Jump Shot,Jump Shot,33,20300208,33.8293,121,215,-118.1488,6,1,0,2003-04,57,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. WAS,WAS,5233,1
11/26/06,Jump Shot,Jump Shot,23,20600199,33.9423,-135,102,-118.4048,9,1,0,2006-07,0,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9863,1
11/26/06,Jump Shot,Jump Shot,453,20600199,33.7813,26,263,-118.2438,0,4,0,2006-07,54,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9883,1
11/26/06,Jump Shot,Jump Shot,418,20600199,33.9853,46,59,-118.2238,4,4,0,2006-07,45,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9879,1
11/26/06,Jump Shot,Jump Shot,16,20600199,33.9163,-118,128,-118.3878,9,1,0,2006-07,52,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9862,1
11/26/06,Layup Shot,Layup,9,20600199,34.0443,0,0,-118.2698,11,1,0,2006-07,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9861,1
11/26/06,Layup Shot,Layup,450,20600199,34.0443,0,0,-118.2698,1,4,0,2006-07,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9882,1
11/26/06,Reverse Layup Shot,Layup,136,20600199,34.0443,0,0,-118.2698,8,2,0,2006-07,25,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9870,1
11/26/06,Jump Shot,Jump Shot,5,20600199,34.0033,-145,41,-118.4148,11,1,0,2006-07,20,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9860,1
11/26/06,Jump Shot,Jump Shot,85,20600199,33.8433,10,201,-118.2598,0,1,0,2006-07,56,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9868,1
11/26/06,Layup Shot,Layup,230,20600199,34.0443,0,0,-118.2698,10,3,0,2006-07,45,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9873,1
11/26/06,Jump Shot,Jump Shot,442,20600199,34.0503,110,-6,-118.1598,2,4,0,2006-07,19,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9881,1
11/26/06,Layup Shot,Layup,415,20600199,34.0443,0,0,-118.2698,5,4,0,2006-07,17,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,LAL vs. NJN,NJN,9878,1
